epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
76,2549.12,0.44726,0.26686,0.89225,0.97763,0.97843,0.98185,0.88694,0.57638,0.27144,1.01757,0.00012625,0.00012625,0.00012625
77,2582.94,0.45843,0.2707,0.89693,0.97739,0.98087,0.97943,0.88568,0.58535,0.27054,1.00416,0.0001246,0.0001246,0.0001246
78,2615.79,0.44451,0.26413,0.8908,0.98313,0.97683,0.97885,0.88458,0.58176,0.26363,1.01272,0.00012295,0.00012295,0.00012295
79,2649.37,0.44624,0.26825,0.89095,0.98151,0.97863,0.97791,0.88343,0.58327,0.25777,1.0228,0.0001213,0.0001213,0.0001213
80,2682.37,0.44667,0.25946,0.89675,0.97813,0.97854,0.97999,0.8841,0.584,0.26236,1.02025,0.00011965,0.00011965,0.00011965
81,2715.61,0.44729,0.25744,0.89447,0.97542,0.97859,0.98212,0.88993,0.57817,0.26269,1.01769,0.000118,0.000118,0.000118
82,2749.58,0.4395,0.26343,0.89449,0.97952,0.97606,0.97857,0.88542,0.59192,0.26234,1.00602,0.00011635,0.00011635,0.00011635
83,2782.49,0.43877,0.26072,0.89116,0.97779,0.97586,0.97751,0.88704,0.57549,0.26215,1.0097,0.0001147,0.0001147,0.0001147
84,2815.78,0.43172,0.26143,0.8883,0.98253,0.97541,0.97748,0.88104,0.57515,0.26157,1.01368,0.00011305,0.00011305,0.00011305
85,2848.6,0.44825,0.26985,0.8958,0.9769,0.96879,0.97943,0.88343,0.59576,0.26944,1.02803,0.0001114,0.0001114,0.0001114
86,2881.27,0.43829,0.25836,0.89207,0.98166,0.97526,0.98187,0.89253,0.56058,0.25666,1.01025,0.00010975,0.00010975,0.00010975
87,2915.39,0.43762,0.25944,0.89032,0.97956,0.97847,0.97855,0.88671,0.57947,0.25869,1.01881,0.0001081,0.0001081,0.0001081
88,2948.2,0.42755,0.26156,0.88833,0.98447,0.97947,0.98312,0.89302,0.5674,0.25987,1.0159,0.00010645,0.00010645,0.00010645
89,2983.9,0.42634,0.25369,0.88806,0.97276,0.98087,0.98184,0.89141,0.56626,0.26084,1.01524,0.0001048,0.0001048,0.0001048
90,3016.73,0.42845,0.25332,0.88783,0.98344,0.98087,0.98339,0.89161,0.57819,0.25897,1.01805,0.00010315,0.00010315,0.00010315
91,3049.68,0.42874,0.25424,0.88408,0.98278,0.97857,0.98236,0.89395,0.56691,0.25469,1.01518,0.0001015,0.0001015,0.0001015
92,3083.13,0.43056,0.25688,0.89076,0.98131,0.97953,0.98155,0.8943,0.5577,0.2526,1.00911,9.985e-05,9.985e-05,9.985e-05
93,3116.37,0.41571,0.24715,0.88595,0.98022,0.97885,0.98349,0.90206,0.55241,0.25603,1.01294,9.82e-05,9.82e-05,9.82e-05
94,3150.07,0.42311,0.2567,0.88586,0.9818,0.97847,0.98055,0.90171,0.57483,0.25978,1.03575,9.655e-05,9.655e-05,9.655e-05
95,3182.83,0.41124,0.2491,0.8803,0.9851,0.97859,0.98254,0.90238,0.56519,0.25634,1.02366,9.49e-05,9.49e-05,9.49e-05
96,3221.42,0.41607,0.24871,0.87973,0.9846,0.97599,0.98161,0.89131,0.55832,0.24862,1.00726,9.325e-05,9.325e-05,9.325e-05
97,3254.44,0.4133,0.24845,0.87988,0.98309,0.97863,0.98359,0.89704,0.56829,0.25107,1.02614,9.16e-05,9.16e-05,9.16e-05
98,3288.07,0.40612,0.24902,0.8817,0.98487,0.98087,0.98037,0.90672,0.55542,0.25405,1.0089,8.995e-05,8.995e-05,8.995e-05
99,3321.63,0.40771,0.24724,0.88448,0.98765,0.97734,0.98433,0.90693,0.56085,0.25414,1.02126,8.83e-05,8.83e-05,8.83e-05
100,3355.51,0.41119,0.24052,0.8807,0.98717,0.97847,0.98315,0.91099,0.54353,0.2544,1.0081,8.665e-05,8.665e-05,8.665e-05
101,3389.2,0.40146,0.24094,0.87578,0.98425,0.97441,0.98388,0.90593,0.54446,0.24668,1.00763,8.5e-05,8.5e-05,8.5e-05
102,3422.26,0.39578,0.24078,0.87366,0.98599,0.97443,0.98331,0.89842,0.56555,0.25479,1.01485,8.335e-05,8.335e-05,8.335e-05
103,3455.97,0.40166,0.23871,0.88003,0.9828,0.97627,0.98195,0.90512,0.54964,0.25443,1.00801,8.17e-05,8.17e-05,8.17e-05
104,3489,0.39627,0.24166,0.87549,0.97969,0.97937,0.98029,0.90682,0.55388,0.25127,1.01232,8.005e-05,8.005e-05,8.005e-05
105,3522.3,0.39362,0.23875,0.8754,0.9847,0.97866,0.98309,0.91129,0.54665,0.25037,1.01926,7.84e-05,7.84e-05,7.84e-05
106,3556.32,0.39036,0.24322,0.87623,0.98399,0.97846,0.98393,0.91304,0.54352,0.24934,1.01046,7.675e-05,7.675e-05,7.675e-05
107,3589.76,0.39507,0.24211,0.87612,0.97762,0.97758,0.98347,0.90902,0.54609,0.24498,1.01403,7.51e-05,7.51e-05,7.51e-05
108,3623.38,0.39681,0.23922,0.87754,0.97357,0.97864,0.98262,0.90997,0.55088,0.24821,1.03001,7.345e-05,7.345e-05,7.345e-05
109,3656.28,0.38965,0.24019,0.87668,0.98442,0.97511,0.98185,0.90802,0.54052,0.24357,1.01637,7.18e-05,7.18e-05,7.18e-05
110,3689.13,0.38665,0.23503,0.86962,0.98164,0.97445,0.98031,0.90812,0.54942,0.24798,1.02447,7.015e-05,7.015e-05,7.015e-05
111,3722.64,0.38264,0.23129,0.86946,0.98578,0.97509,0.98064,0.91296,0.53759,0.24615,1.01931,6.85e-05,6.85e-05,6.85e-05
112,3755.47,0.3725,0.227,0.86765,0.9854,0.97667,0.98402,0.90736,0.54216,0.24797,1.02228,6.685e-05,6.685e-05,6.685e-05
113,3788.57,0.38178,0.2274,0.86763,0.98503,0.9784,0.98292,0.90595,0.56316,0.25136,1.03826,6.52e-05,6.52e-05,6.52e-05
114,3821.64,0.37463,0.22536,0.8678,0.98559,0.97834,0.98387,0.90863,0.54477,0.24833,1.02988,6.355e-05,6.355e-05,6.355e-05
115,3854.59,0.36531,0.22204,0.86367,0.98741,0.97845,0.98331,0.90872,0.5373,0.24605,1.02731,6.19e-05,6.19e-05,6.19e-05
116,3888.02,0.36885,0.22352,0.8683,0.9797,0.97879,0.98472,0.9115,0.55518,0.25038,1.03655,6.025e-05,6.025e-05,6.025e-05
117,3920.85,0.37168,0.2267,0.87351,0.98007,0.97857,0.98207,0.90725,0.55188,0.2474,1.02805,5.86e-05,5.86e-05,5.86e-05
118,3953.95,0.36275,0.21756,0.86064,0.98378,0.97864,0.98249,0.9082,0.53797,0.24539,1.0239,5.695e-05,5.695e-05,5.695e-05
119,3987.32,0.36609,0.22329,0.86445,0.98751,0.97884,0.98288,0.91536,0.544,0.24475,1.02618,5.53e-05,5.53e-05,5.53e-05
120,4020.63,0.36606,0.22888,0.86998,0.98063,0.97853,0.98157,0.90722,0.53684,0.24668,1.023,5.365e-05,5.365e-05,5.365e-05
121,4054.12,0.35788,0.21575,0.86133,0.98435,0.97839,0.98373,0.91219,0.5284,0.24205,1.02763,5.2e-05,5.2e-05,5.2e-05
122,4086.99,0.3637,0.21644,0.86661,0.98658,0.97842,0.9826,0.91382,0.53302,0.24193,1.0241,5.035e-05,5.035e-05,5.035e-05
123,4120.03,0.35919,0.21528,0.86341,0.98562,0.97838,0.9808,0.9093,0.53258,0.24487,1.02133,4.87e-05,4.87e-05,4.87e-05
124,4153.85,0.35894,0.21447,0.86187,0.98618,0.97831,0.98135,0.91425,0.53926,0.2539,1.02461,4.705e-05,4.705e-05,4.705e-05
125,4186.99,0.35505,0.21403,0.86049,0.98703,0.97834,0.9812,0.91139,0.54008,0.24581,1.03588,4.54e-05,4.54e-05,4.54e-05
126,4220.89,0.3531,0.21462,0.86417,0.9867,0.97833,0.98296,0.91319,0.52246,0.24025,1.02507,4.375e-05,4.375e-05,4.375e-05
127,4253.92,0.3564,0.21878,0.86235,0.98423,0.97852,0.98354,0.91979,0.5337,0.24408,1.0427,4.21e-05,4.21e-05,4.21e-05
128,4287.24,0.34535,0.21058,0.86276,0.98698,0.97837,0.9835,0.91839,0.53206,0.24132,1.03492,4.045e-05,4.045e-05,4.045e-05
129,4320.91,0.34079,0.21385,0.85462,0.98371,0.97854,0.98351,0.91844,0.52119,0.2384,1.03004,3.88e-05,3.88e-05,3.88e-05
130,4354.06,0.3504,0.21325,0.85557,0.98248,0.97856,0.98404,0.92261,0.52354,0.24032,1.0327,3.715e-05,3.715e-05,3.715e-05
131,4387.82,0.3357,0.20101,0.8576,0.98011,0.97874,0.98402,0.92146,0.52454,0.24055,1.038,3.55e-05,3.55e-05,3.55e-05
132,4421.35,0.33546,0.20502,0.85335,0.98449,0.97848,0.98405,0.91694,0.52013,0.24032,1.02918,3.385e-05,3.385e-05,3.385e-05
133,4454.48,0.3405,0.20906,0.8558,0.98697,0.97813,0.98351,0.91786,0.52508,0.2377,1.04096,3.22e-05,3.22e-05,3.22e-05
134,4488,0.33799,0.20922,0.85873,0.9867,0.97831,0.98367,0.91375,0.52611,0.24083,1.03894,3.055e-05,3.055e-05,3.055e-05
135,4520.97,0.3356,0.20912,0.85534,0.98459,0.9784,0.98236,0.91197,0.52301,0.23916,1.03919,2.89e-05,2.89e-05,2.89e-05
136,4554.11,0.33282,0.20168,0.85272,0.98252,0.97849,0.98241,0.91815,0.51724,0.2381,1.03681,2.725e-05,2.725e-05,2.725e-05
137,4587.64,0.33539,0.20676,0.85949,0.98264,0.97848,0.98235,0.92031,0.51838,0.23701,1.03729,2.56e-05,2.56e-05,2.56e-05
138,4620.45,0.31972,0.20059,0.85038,0.98477,0.97837,0.98257,0.91846,0.52006,0.23647,1.03604,2.395e-05,2.395e-05,2.395e-05
139,4654,0.33039,0.20663,0.85601,0.98457,0.9784,0.98206,0.91967,0.52128,0.23775,1.03766,2.23e-05,2.23e-05,2.23e-05
140,4686.83,0.32233,0.20503,0.85022,0.98539,0.97843,0.98288,0.92059,0.51699,0.23463,1.04006,2.065e-05,2.065e-05,2.065e-05
141,4720.35,0.27705,0.13699,0.82541,0.98414,0.97841,0.98107,0.91897,0.52529,0.23885,1.05179,1.9e-05,1.9e-05,1.9e-05
142,4753.66,0.26382,0.13178,0.82512,0.98424,0.97835,0.9821,0.91735,0.52049,0.24202,1.05202,1.735e-05,1.735e-05,1.735e-05
143,4786.28,0.26073,0.13101,0.82535,0.98615,0.97832,0.98201,0.9175,0.51665,0.23765,1.04896,1.57e-05,1.57e-05,1.57e-05
144,4819.16,0.25508,0.1278,0.8188,0.98662,0.97834,0.98264,0.91792,0.51604,0.23866,1.05294,1.405e-05,1.405e-05,1.405e-05
145,4852.26,0.25131,0.12531,0.824,0.9867,0.97834,0.98327,0.92273,0.51429,0.2378,1.04956,1.24e-05,1.24e-05,1.24e-05
146,4885.41,0.2514,0.12556,0.81954,0.98627,0.97835,0.98216,0.92362,0.51312,0.23914,1.05079,1.075e-05,1.075e-05,1.075e-05
147,4918.82,0.2428,0.12364,0.81433,0.98605,0.97834,0.98268,0.91992,0.51376,0.23777,1.05313,9.1e-06,9.1e-06,9.1e-06
148,4951.29,0.24279,0.12267,0.81511,0.98654,0.97834,0.98212,0.91906,0.51183,0.23732,1.05401,7.45e-06,7.45e-06,7.45e-06
149,4983.97,0.24361,0.12315,0.81479,0.98656,0.97834,0.98203,0.91868,0.51128,0.23562,1.05184,5.8e-06,5.8e-06,5.8e-06
150,5017.46,0.24104,0.1214,0.81553,0.9853,0.97834,0.982,0.92286,0.51055,0.23414,1.05196,4.15e-06,4.15e-06,4.15e-06
